Wavelength,Excitation,Emission
300,21.0212122909091,0
301,19.8969693393939,0
302,18.9629863121212,0
303,18.2192632090909,0
304,17.665800030303,0
305,17.4129865238095,0
306,17.277922021645,0
307,17.2129871904762,0
308,17.1476193073593,0
309,17.0813856233766,0
310,16.9688315497835,0
311,16.8233767619047,0
312,16.6645023073593,0
313,16.535930991342,0
314,16.4255414502164,0
315,16.374458982684,0
316,16.382250974026,0
317,16.4688307532467,0
318,16.6216447359307,0
319,16.8090909047619,0
320,16.9995673333333,0
321,17.1597406883117,0
322,17.2012991904762,0
323,17.1177493809524,0
324,16.8463207445887,0
325,16.3900435844156,0
326,15.7419914458874,0
327,14.9277056926407,0
328,13.972294334632,0
329,12.9489175359307,0
330,11.8796532679654,0
331,10.8220776891775,0
332,9.79437222770561,0
333,8.81948067359306,0
334,7.90735943160172,0
335,7.07489193679653,0
336,6.33246766147185,0
337,5.68874462813852,0
338,5.13246747272727,0
339,4.6748917069264,0
340,4.3073592077922,0
341,4.0012986021645,0
342,3.77922069740259,0
343,3.61948045238095,0
344,3.53160165281385,0
345,3.48961035887445,0
346,3.47878787575757,0
347,3.48181821818181,0
348,3.48787877575757,0
349,3.51082247705627,0
350,3.53290037705627,0
351,3.57575752164502,0
352,3.66147184675324,0
353,3.77012987056277,0
354,3.91082251255411,0
355,4.05064942467532,0
356,4.20519485064935,0
357,4.36753246493506,0
358,4.52207789567099,0
359,4.70649349870129,0
360,4.92683981774891,0
361,5.18961034848484,0
362,5.50173146580086,0
363,5.8463203095238,0
364,6.19610386580086,0
365,6.49480514329003,0
366,6.74155835714285,0
367,6.89090906147185,0
368,6.92813847878787,0
369,6.8735930095238,0
370,6.72510808051947,0
371,6.49567090043289,0
372,6.17575747056276,0
373,5.76233755800865,0
374,5.31645010173159,0
375,4.81688313333333,0
376,4.32207796969696,0
377,3.86623386320346,0
378,3.45497844891774,0
379,3.09437236190476,0
380,2.78658012857142,0
381,2.52077921515151,0
382,2.29264066536796,0
383,2.07575759047619,0
384,1.8926406982684,0
385,1.73896106450216,0
386,1.59264072467532,0
387,1.47575760995671,0
388,1.39264072467532,0
389,1.33896103593073,0
390,1.30173159264069,0
391,1.2969696969697,0
392,1.29393939393939,0
393,1.28614718614718,0
394,1.26277056277056,0
395,1.24632034632034,0
396,1.20779220779221,0
397,1.18008658008658,0
398,1.16753246753247,0
399,1.17445887445887,0
400,1.16753246753247,0
401,1.18008658008658,0
402,1.20779220779221,0
403,1.24632034632034,0
404,1.26277056277056,0
405,1.28614718614718,0
406,1.3030303030303,0
407,1.30909090909091,0
408,1.3,0
409,1.3,0
410,1.3,0
411,1.3,0
412,1.29090909090909,0
413,1.28787878787879,0
414,1.31082251082251,0
415,1.35108225108225,0
416,1.4,0
417,1.44891774891775,0
418,1.48008657099567,0
419,1.5090909060606,0
420,1.51385282770563,0
421,1.52510828051948,0
422,1.57359314242424,0
423,1.62813858658008,0
424,1.69090911038961,0
425,1.75974024025974,0
426,1.83722937878788,0
427,1.91688304805195,0
428,1.99220773679653,0
429,2.05670994285714,0
430,2.12337662640692,0
431,2.17662338571428,0
432,2.24329004329004,0
433,2.3077921987013,0
434,2.38311688008658,0
435,2.46277057662337,0
436,2.54935068658008,0
