donor_type	acceptor_type	donor	acceptor	R0
ATTO	AlexaFluor	495	568	4.721423283054474
ATTO	AlexaFluor	495	594	4.662184322833607
ATTO	AlexaFluor	495	610	4.698833959933804
ATTO	AlexaFluor	495	633	4.6184764979303905
ATTO	AlexaFluor	495	635	4.455863164177113
ATTO	AlexaFluor	495	647	4.774691210035942
ATTO	AlexaFluor	495	660	4.885231234552609
ATTO	AlexaFluor	495	680	4.567459050950208
ATTO	AlexaFluor	495	700	4.486946596260647
ATTO	AlexaFluor	495	750	4.227333642770481
ATTO	AlexaFluor	495	790	3.8234586297884987
ATTO	ATTO	495	390	1.3608935024749271
ATTO	ATTO	495	425	1.3746287657405696
ATTO	ATTO	495	465	1.7662610447153608
ATTO	ATTO	495	488	3.565448729908997
ATTO	ATTO	495	495	3.4462706620513486
ATTO	ATTO	495	520	4.441211797707617
ATTO	ATTO	495	550	4.82588388885669
ATTO	ATTO	495	610	4.6739528532090455
ATTO	ATTO	495	647N	4.3009845642515385
ATTO	ATTO	495	Thio12	4.695811641780803
ATTO	Lumiprobe	495	Cy3	5.022897340146085
ATTO	Lumiprobe	495	Cy3W	5.171505445677865
ATTO	Lumiprobe	495	Cy3b	5.104787253806721
ATTO	Lumiprobe	495	Cy5	4.79563239591567
ATTO	Lumiprobe	495	Cy5W	4.860535271450993
ATTO	Lumiprobe	495	Cy55	4.606232050826058
ATTO	Lumiprobe	495	Cy7	4.116950155669032
ATTO	Lumiprobe	495	Cy75	3.8045494535030744
ATTO	CF	495	660R	4.02446619218542
ATTO	AlexaFluor	520	430	2.2430825782955917
ATTO	AlexaFluor	520	488	3.794980649264752
ATTO	AlexaFluor	520	514	5.222782389995113
ATTO	AlexaFluor	520	532	5.969971117302994
ATTO	AlexaFluor	520	546	6.316192447918392
ATTO	AlexaFluor	520	555	6.75570787670585
ATTO	AlexaFluor	520	568	6.25146472573536
ATTO	AlexaFluor	520	594	6.13767500757568
ATTO	AlexaFluor	520	610	6.089736642023964
ATTO	AlexaFluor	520	633	5.8944643502815
ATTO	AlexaFluor	520	635	5.674301072707383
ATTO	AlexaFluor	520	647	5.982742468316589
ATTO	AlexaFluor	520	660	6.246748378122503
ATTO	AlexaFluor	520	680	5.721869516169808
ATTO	AlexaFluor	520	700	5.541911491311682
ATTO	AlexaFluor	520	750	5.091558497521885
ATTO	AlexaFluor	520	790	4.5896857095404515
ATTO	ATTO	520	390	1.7791295191601402
ATTO	ATTO	520	425	1.5347974625631313
ATTO	ATTO	520	465	2.1268708810436268
ATTO	ATTO	520	488	3.6737444641384216
ATTO	ATTO	520	495	3.5490436137740957
ATTO	ATTO	520	520	5.304800300535858
ATTO	ATTO	520	550	6.452557483013073
ATTO	ATTO	520	610	6.024268923136461
ATTO	ATTO	520	647N	5.40291411978771
ATTO	ATTO	520	Thio12	6.203893980178308
ATTO	Lumiprobe	520	Cy3	6.656855143038185
ATTO	Lumiprobe	520	Cy3W	6.85380574039553
ATTO	Lumiprobe	520	Cy3b	6.732647011068834
ATTO	Lumiprobe	520	Cy5	6.043062220378947
ATTO	Lumiprobe	520	Cy5W	6.124847495554645
ATTO	Lumiprobe	520	Cy55	5.712993800368527
ATTO	Lumiprobe	520	Cy7	5.06746117164881
ATTO	Lumiprobe	520	Cy75	4.647387683189774
ATTO	CF	520	660R	5.041942322432598
ATTO	AlexaFluor	550	430	1.9106217800014083
ATTO	AlexaFluor	550	488	1.5786775860158881
ATTO	AlexaFluor	550	514	2.895656108664467
ATTO	AlexaFluor	550	532	4.047645609686533
ATTO	AlexaFluor	550	546	5.964314748678084
ATTO	AlexaFluor	550	555	5.601959786807877
ATTO	AlexaFluor	550	568	6.376185554581298
ATTO	AlexaFluor	550	594	6.4798046329412475
ATTO	AlexaFluor	550	610	6.6917467937742146
ATTO	AlexaFluor	550	633	6.727307433400758
ATTO	AlexaFluor	550	635	6.524339663887846
ATTO	AlexaFluor	550	647	7.008854448513969
ATTO	AlexaFluor	550	660	6.910042805082456
ATTO	AlexaFluor	550	680	6.562256182018333
ATTO	AlexaFluor	550	700	6.513233653584878
ATTO	AlexaFluor	550	750	6.101037356839994
ATTO	AlexaFluor	550	790	5.394937955254103
ATTO	ATTO	550	390	1.7266676992479988
ATTO	ATTO	550	425	0.48205702555341967
ATTO	ATTO	550	465	0.926101481897022
ATTO	ATTO	550	488	2.2214089979906015
ATTO	ATTO	550	495	1.5985133244392657
ATTO	ATTO	550	520	2.8643922121328864
ATTO	ATTO	550	550	5.562478387477251
ATTO	ATTO	550	610	6.738249165922879
ATTO	ATTO	550	647N	6.322203688150123
ATTO	ATTO	550	Thio12	6.539126812488016
ATTO	Lumiprobe	550	Cy3	5.558848442960163
ATTO	Lumiprobe	550	Cy3W	5.723313268757811
ATTO	Lumiprobe	550	Cy3b	5.884222118658807
ATTO	Lumiprobe	550	Cy5	7.042039967124472
ATTO	Lumiprobe	550	Cy5W	7.137345154379921
ATTO	Lumiprobe	550	Cy55	6.724608586475446
ATTO	Lumiprobe	550	Cy7	5.816579258869391
ATTO	Lumiprobe	550	Cy75	5.425561117132078
ATTO	CF	550	660R	5.8528547182119235
ATTO	AlexaFluor	610	430	0.7676287496518986
ATTO	AlexaFluor	610	514	1.064671212823059
ATTO	AlexaFluor	610	532	2.8850232520086756
ATTO	AlexaFluor	610	546	3.5426443817367455
ATTO	AlexaFluor	610	555	1.513001728121823
ATTO	AlexaFluor	610	568	3.615198662060265
ATTO	AlexaFluor	610	594	4.478011208322199
ATTO	AlexaFluor	610	610	5.903753538167101
ATTO	AlexaFluor	610	633	7.042285486174829
ATTO	AlexaFluor	610	635	6.872015030356513
ATTO	AlexaFluor	610	647	7.889291985845116
ATTO	AlexaFluor	610	660	7.409092471355732
ATTO	AlexaFluor	610	680	7.572759406058658
ATTO	AlexaFluor	610	700	7.728306756239242
ATTO	AlexaFluor	610	750	7.590994971148264
ATTO	AlexaFluor	610	790	6.802926559971539
ATTO	ATTO	610	390	0.6859019481320898
ATTO	ATTO	610	488	1.3013203618394464
ATTO	ATTO	610	520	1.2422459587736048
ATTO	ATTO	610	550	2.238808734659809
ATTO	ATTO	610	610	6.20120557492441
ATTO	ATTO	610	647N	7.074198202728502
ATTO	ATTO	610	Thio12	3.524026041954506
ATTO	Lumiprobe	610	Cy3	1.5716303257096178
ATTO	Lumiprobe	610	Cy3W	1.618128788545653
ATTO	Lumiprobe	610	Cy3b	1.634724865829278
ATTO	Lumiprobe	610	Cy5	7.796227602432827
ATTO	Lumiprobe	610	Cy5W	7.901739774332551
ATTO	Lumiprobe	610	Cy55	7.814511402707507
ATTO	Lumiprobe	610	Cy7	7.077572990948553
ATTO	Lumiprobe	610	Cy75	6.706329960375788
ATTO	CF	610	660R	6.625376277411111
ATTO	AlexaFluor	647N	430	0.32150037688032707
ATTO	AlexaFluor	647N	514	0.4335500501927189
ATTO	AlexaFluor	647N	532	2.7088763875378574
ATTO	AlexaFluor	647N	546	3.336219563826166
ATTO	AlexaFluor	647N	555	0.5713646070357553
ATTO	AlexaFluor	647N	568	1.9292918305755213
ATTO	AlexaFluor	647N	594	3.1514175138174227
ATTO	AlexaFluor	647N	610	3.665194199889323
ATTO	AlexaFluor	647N	633	5.687984104123257
ATTO	AlexaFluor	647N	635	5.560963590250972
ATTO	AlexaFluor	647N	647	7.5591876879078495
ATTO	AlexaFluor	647N	660	7.393954903958612
ATTO	AlexaFluor	647N	680	7.8535044073131965
ATTO	AlexaFluor	647N	700	7.946757059992144
ATTO	AlexaFluor	647N	750	8.044572535742606
ATTO	AlexaFluor	647N	790	7.2388022536038665
ATTO	ATTO	647N	488	0.6102766217485639
ATTO	ATTO	647N	520	0.5768531731408769
ATTO	ATTO	647N	550	1.346605323183973
ATTO	ATTO	647N	610	4.164287951902643
ATTO	ATTO	647N	647N	6.549991246713826
ATTO	ATTO	647N	Thio12	2.3458054998154863
ATTO	Lumiprobe	647N	Cy3	0.6925349013605399
ATTO	Lumiprobe	647N	Cy3W	0.7130243306154955
ATTO	Lumiprobe	647N	Cy5	7.208766285891993
ATTO	Lumiprobe	647N	Cy5W	7.306327904963328
ATTO	Lumiprobe	647N	Cy55	8.095412903297872
ATTO	Lumiprobe	647N	Cy7	7.496891483649604
ATTO	Lumiprobe	647N	Cy75	7.115622071405539
ATTO	CF	647N	660R	6.806948380207324
ATTO	AlexaFluor	Thio12	430	1.1455454742903315
ATTO	AlexaFluor	Thio12	488	0.46038071508846795
ATTO	AlexaFluor	Thio12	514	1.6004355998037492
ATTO	AlexaFluor	Thio12	532	2.3246291581203327
ATTO	AlexaFluor	Thio12	546	3.179512504994081
ATTO	AlexaFluor	Thio12	555	2.501892816268615
ATTO	AlexaFluor	Thio12	568	4.1012874376964055
ATTO	AlexaFluor	Thio12	594	4.588321219627971
ATTO	AlexaFluor	Thio12	610	5.233477827311001
ATTO	AlexaFluor	Thio12	633	5.365060003511014
ATTO	AlexaFluor	Thio12	635	5.209365899123614
ATTO	AlexaFluor	Thio12	647	5.81770798539763
ATTO	AlexaFluor	Thio12	660	5.583523979032046
ATTO	AlexaFluor	Thio12	680	5.529223961073061
ATTO	AlexaFluor	Thio12	700	5.571432481365534
ATTO	AlexaFluor	Thio12	750	5.384858935569046
ATTO	AlexaFluor	Thio12	790	4.79473010514335
ATTO	ATTO	Thio12	390	1.0422437899211014
ATTO	ATTO	Thio12	488	1.4930551550128082
ATTO	ATTO	Thio12	495	0.527579662895342
ATTO	ATTO	Thio12	520	1.6241294163262185
ATTO	ATTO	Thio12	550	2.594240845001363
ATTO	ATTO	Thio12	610	5.304906757164958
ATTO	ATTO	Thio12	647N	5.207669284447502
ATTO	ATTO	Thio12	Thio12	4.216269373239819
ATTO	Lumiprobe	Thio12	Cy3	2.476656910756609
ATTO	Lumiprobe	Thio12	Cy3W	2.5499316099263574
ATTO	Lumiprobe	Thio12	Cy3b	2.73812982675012
ATTO	Lumiprobe	Thio12	Cy5	5.780591433895826
ATTO	Lumiprobe	Thio12	Cy5W	5.858824495853247
ATTO	Lumiprobe	Thio12	Cy55	5.724750746367703
ATTO	Lumiprobe	Thio12	Cy7	5.049868292248405
ATTO	Lumiprobe	Thio12	Cy75	4.751862213380376
ATTO	CF	Thio12	660R	4.90664154248863
Lumiprobe	AlexaFluor	Cy3	430	1.5144412409565209
Lumiprobe	AlexaFluor	Cy3	488	1.8878752309785882
Lumiprobe	AlexaFluor	Cy3	514	2.5856151665233105
Lumiprobe	AlexaFluor	Cy3	532	3.4599126159051545
Lumiprobe	AlexaFluor	Cy3	546	4.78115855056669
Lumiprobe	AlexaFluor	Cy3	555	4.684347592412358
Lumiprobe	AlexaFluor	Cy3	568	4.84101333523407
Lumiprobe	AlexaFluor	Cy3	594	4.8535250074639205
Lumiprobe	AlexaFluor	Cy3	610	5.012449647291462
Lumiprobe	AlexaFluor	Cy3	633	4.932915315179775
Lumiprobe	AlexaFluor	Cy3	635	4.7650402437224555
Lumiprobe	AlexaFluor	Cy3	647	5.047526296382108
Lumiprobe	AlexaFluor	Cy3	660	5.070603917723812
Lumiprobe	AlexaFluor	Cy3	680	4.7324614997203795
Lumiprobe	AlexaFluor	Cy3	700	4.643322902971912
Lumiprobe	AlexaFluor	Cy3	750	4.257843068260458
Lumiprobe	AlexaFluor	Cy3	790	3.742004206566149
Lumiprobe	ATTO	Cy3	390	1.3391015155231794
Lumiprobe	ATTO	Cy3	425	0.6939243347131093
Lumiprobe	ATTO	Cy3	465	0.968909034888019
Lumiprobe	ATTO	Cy3	488	2.016373027969376
Lumiprobe	ATTO	Cy3	495	1.84032855126621
Lumiprobe	ATTO	Cy3	520	2.5937446833047084
Lumiprobe	ATTO	Cy3	550	4.595354623561472
Lumiprobe	ATTO	Cy3	610	5.013231523986034
Lumiprobe	ATTO	Cy3	647N	4.552289891313844
Lumiprobe	ATTO	Cy3	Thio12	4.918832143556328
Lumiprobe	Lumiprobe	Cy3	Cy3	4.632350770074603
Lumiprobe	Lumiprobe	Cy3	Cy3W	4.769404113091852
Lumiprobe	Lumiprobe	Cy3	Cy3b	4.815990130291562
Lumiprobe	Lumiprobe	Cy3	Cy5	5.088508015829128
Lumiprobe	Lumiprobe	Cy3	Cy5W	5.15737459590585
Lumiprobe	Lumiprobe	Cy3	Cy55	4.829711756993121
Lumiprobe	Lumiprobe	Cy3	Cy7	4.120496803020553
Lumiprobe	Lumiprobe	Cy3	Cy75	3.812707379722251
Lumiprobe	CF	Cy3	660R	4.218207380878314
Lumiprobe	AlexaFluor	Cy3W	430	1.4154804796719047
Lumiprobe	AlexaFluor	Cy3W	488	1.7645125246447242
Lumiprobe	AlexaFluor	Cy3W	514	2.416658829130791
Lumiprobe	AlexaFluor	Cy3W	532	3.233825543532532
Lumiprobe	AlexaFluor	Cy3W	546	4.468735012966979
Lumiprobe	AlexaFluor	Cy3W	555	4.378250141200519
Lumiprobe	AlexaFluor	Cy3W	568	4.524678602602806
Lumiprobe	AlexaFluor	Cy3W	594	4.536372702928692
Lumiprobe	AlexaFluor	Cy3W	610	4.684912454310986
Lumiprobe	AlexaFluor	Cy3W	633	4.610575272039899
Lumiprobe	AlexaFluor	Cy3W	635	4.453669952609164
Lumiprobe	AlexaFluor	Cy3W	647	4.717697029068571
Lumiprobe	AlexaFluor	Cy3W	660	4.739266649363519
Lumiprobe	AlexaFluor	Cy3W	680	4.4232200579945395
Lumiprobe	AlexaFluor	Cy3W	700	4.339906199212464
Lumiprobe	AlexaFluor	Cy3W	750	3.97961544207712
Lumiprobe	AlexaFluor	Cy3W	790	3.4974839340079793
Lumiprobe	ATTO	Cy3W	390	1.2515982820997036
Lumiprobe	ATTO	Cy3W	425	0.6485800330789586
Lumiprobe	ATTO	Cy3W	465	0.9055959309425
Lumiprobe	ATTO	Cy3W	488	1.8846136671667175
Lumiprobe	ATTO	Cy3W	495	1.7200727701095295
Lumiprobe	ATTO	Cy3W	520	2.4242571247939266
Lumiprobe	ATTO	Cy3W	550	4.295072394299678
Lumiprobe	ATTO	Cy3W	610	4.685643239480291
Lumiprobe	ATTO	Cy3W	647N	4.2548217155606896
Lumiprobe	ATTO	Cy3W	Thio12	4.5974123615315525
Lumiprobe	Lumiprobe	Cy3W	Cy3	4.329651037429695
Lumiprobe	Lumiprobe	Cy3W	Cy3W	4.457748666091846
Lumiprobe	Lumiprobe	Cy3W	Cy3b	4.5012905323515096
Lumiprobe	Lumiprobe	Cy3W	Cy5	4.756000808926026
Lumiprobe	Lumiprobe	Cy3W	Cy5W	4.820367320589954
Lumiprobe	Lumiprobe	Cy3W	Cy55	4.514115522995012
Lumiprobe	Lumiprobe	Cy3W	Cy7	3.8512440321172763
Lumiprobe	Lumiprobe	Cy3W	Cy75	3.5635670270635504
Lumiprobe	CF	Cy3W	660R	3.94256973817621
Lumiprobe	AlexaFluor	Cy3b	430	1.821747328900969
Lumiprobe	AlexaFluor	Cy3b	488	1.6484496039234109
Lumiprobe	AlexaFluor	Cy3b	514	2.8266809075690635
Lumiprobe	AlexaFluor	Cy3b	532	3.9143132852669997
Lumiprobe	AlexaFluor	Cy3b	546	5.7398189156044985
Lumiprobe	AlexaFluor	Cy3b	555	5.407215702998253
Lumiprobe	AlexaFluor	Cy3b	568	6.052964229558082
Lumiprobe	AlexaFluor	Cy3b	594	6.155249532532735
Lumiprobe	AlexaFluor	Cy3b	610	6.484771218736728
Lumiprobe	AlexaFluor	Cy3b	633	6.6045447821817795
Lumiprobe	AlexaFluor	Cy3b	635	6.403945635294249
Lumiprobe	AlexaFluor	Cy3b	647	6.932827091150837
Lumiprobe	AlexaFluor	Cy3b	660	6.792497413028707
Lumiprobe	AlexaFluor	Cy3b	680	6.5546352445175025
Lumiprobe	AlexaFluor	Cy3b	700	6.556383126169995
Lumiprobe	AlexaFluor	Cy3b	750	6.169466513713508
Lumiprobe	AlexaFluor	Cy3b	790	5.3907952041865865
Lumiprobe	ATTO	Cy3b	390	1.6421055809385148
Lumiprobe	ATTO	Cy3b	425	0.631710870932763
Lumiprobe	ATTO	Cy3b	465	0.9569467051835292
Lumiprobe	ATTO	Cy3b	488	2.1431654956429305
Lumiprobe	ATTO	Cy3b	495	1.6305291482678108
Lumiprobe	ATTO	Cy3b	520	2.8149456520435203
Lumiprobe	ATTO	Cy3b	550	5.363428940718784
Lumiprobe	ATTO	Cy3b	610	6.550376540189122
Lumiprobe	ATTO	Cy3b	647N	6.242472107668247
Lumiprobe	ATTO	Cy3b	Thio12	6.191214598351558
Lumiprobe	Lumiprobe	Cy3b	Cy3	5.3651271990644345
Lumiprobe	Lumiprobe	Cy3b	Cy3W	5.523860562499413
Lumiprobe	Lumiprobe	Cy3b	Cy3b	5.673429024784789
Lumiprobe	Lumiprobe	Cy3b	Cy5	6.944862407610859
Lumiprobe	Lumiprobe	Cy3b	Cy5W	7.038852418362097
Lumiprobe	Lumiprobe	Cy3b	Cy55	6.7336123865977555
Lumiprobe	Lumiprobe	Cy3b	Cy7	5.848245708986091
Lumiprobe	Lumiprobe	Cy3b	Cy75	5.397081853408281
Lumiprobe	CF	Cy3b	660R	5.801841942190913
Lumiprobe	AlexaFluor	Cy5	532	2.4189283538907573
Lumiprobe	AlexaFluor	Cy5	546	2.978631359818511
Lumiprobe	AlexaFluor	Cy5	568	1.7121153366662394
Lumiprobe	AlexaFluor	Cy5	594	2.815519961421425
Lumiprobe	AlexaFluor	Cy5	610	3.3128083842300646
Lumiprobe	AlexaFluor	Cy5	633	5.109222666740496
Lumiprobe	AlexaFluor	Cy5	635	4.995678341503166
Lumiprobe	AlexaFluor	Cy5	647	6.748372355442752
Lumiprobe	AlexaFluor	Cy5	660	6.5639441930499585
Lumiprobe	AlexaFluor	Cy5	680	6.9392227447555594
Lumiprobe	AlexaFluor	Cy5	700	7.0006555951033285
Lumiprobe	AlexaFluor	Cy5	750	7.025092731452986
Lumiprobe	AlexaFluor	Cy5	790	6.259966489306974
Lumiprobe	ATTO	Cy5	550	1.2247198201538654
Lumiprobe	ATTO	Cy5	610	3.7487678201467953
Lumiprobe	ATTO	Cy5	647N	5.8570109432115425
Lumiprobe	ATTO	Cy5	Thio12	2.086836615287985
Lumiprobe	Lumiprobe	Cy5	Cy3	0.5217762095076848
Lumiprobe	Lumiprobe	Cy5	Cy3W	0.5372135495040136
Lumiprobe	Lumiprobe	Cy5	Cy5	6.445171821269969
Lumiprobe	Lumiprobe	Cy5	Cy5W	6.5323991460490545
Lumiprobe	Lumiprobe	Cy5	Cy55	7.170009740365124
Lumiprobe	Lumiprobe	Cy5	Cy7	6.545466004848787
Lumiprobe	Lumiprobe	Cy5	Cy75	6.151494677284136
Lumiprobe	CF	Cy5	660R	6.0528335073285415
Lumiprobe	AlexaFluor	Cy5W	532	2.391272859104167
Lumiprobe	AlexaFluor	Cy5W	546	2.944576806730927
Lumiprobe	AlexaFluor	Cy5W	568	1.6925408020624944
Lumiprobe	AlexaFluor	Cy5W	594	2.783330253326355
Lumiprobe	AlexaFluor	Cy5W	610	3.274933200844958
Lumiprobe	AlexaFluor	Cy5W	633	5.0508091628447325
Lumiprobe	AlexaFluor	Cy5W	635	4.938562984569713
Lumiprobe	AlexaFluor	Cy5W	647	6.671218529785317
Lumiprobe	AlexaFluor	Cy5W	660	6.488898925951253
Lumiprobe	AlexaFluor	Cy5W	680	6.85988693551925
Lumiprobe	AlexaFluor	Cy5W	700	6.920617426960942
Lumiprobe	AlexaFluor	Cy5W	750	6.9447751746731345
Lumiprobe	AlexaFluor	Cy5W	790	6.188396585084388
Lumiprobe	ATTO	Cy5W	550	1.2107176557049597
Lumiprobe	ATTO	Cy5W	610	3.7059083329116933
Lumiprobe	ATTO	Cy5W	647N	5.790048010909538
Lumiprobe	ATTO	Cy5W	Thio12	2.0629779098237515
Lumiprobe	Lumiprobe	Cy5W	Cy3	0.5158107664971067
Lumiprobe	Lumiprobe	Cy5W	Cy3W	0.5310716121069439
Lumiprobe	Lumiprobe	Cy5W	Cy5	6.371484473145287
Lumiprobe	Lumiprobe	Cy5W	Cy5W	6.457714531997999
Lumiprobe	Lumiprobe	Cy5W	Cy55	7.088035354197165
Lumiprobe	Lumiprobe	Cy5W	Cy7	6.470631998011943
Lumiprobe	Lumiprobe	Cy5W	Cy75	6.081164926217415
Lumiprobe	CF	Cy5W	660R	5.983631744805574
Lumiprobe	AlexaFluor	Cy55	532	1.8026507579784534
Lumiprobe	AlexaFluor	Cy55	546	2.2278706766636707
Lumiprobe	AlexaFluor	Cy55	568	0.752986295995694
Lumiprobe	AlexaFluor	Cy55	594	1.982078355755815
Lumiprobe	AlexaFluor	Cy55	610	1.7434316268865586
Lumiprobe	AlexaFluor	Cy55	633	3.2869322962088314
Lumiprobe	AlexaFluor	Cy55	635	3.2354421152748527
Lumiprobe	AlexaFluor	Cy55	647	5.075015230388756
Lumiprobe	AlexaFluor	Cy55	660	5.861716787188449
Lumiprobe	AlexaFluor	Cy55	680	6.727839218638699
Lumiprobe	AlexaFluor	Cy55	700	7.13137279123654
Lumiprobe	AlexaFluor	Cy55	750	7.428253368544443
Lumiprobe	AlexaFluor	Cy55	790	6.850502735961626
Lumiprobe	ATTO	Cy55	550	0.6072067235587296
Lumiprobe	ATTO	Cy55	610	2.7408880838636005
Lumiprobe	ATTO	Cy55	647N	4.152914168833399
Lumiprobe	ATTO	Cy55	Thio12	1.2781270998469056
Lumiprobe	Lumiprobe	Cy55	Cy5	4.59525734866632
Lumiprobe	Lumiprobe	Cy55	Cy5W	4.657448399007725
Lumiprobe	Lumiprobe	Cy55	Cy55	6.642303119780836
Lumiprobe	Lumiprobe	Cy55	Cy7	6.92536408956358
Lumiprobe	Lumiprobe	Cy55	Cy75	6.694317629889349
Lumiprobe	CF	Cy55	660R	5.125525672481854
Lumiprobe	AlexaFluor	Cy7	660	2.5520980251758316
Lumiprobe	AlexaFluor	Cy7	680	3.1472706287699324
Lumiprobe	AlexaFluor	Cy7	700	4.194030501778802
Lumiprobe	AlexaFluor	Cy7	750	7.666660392820787
Lumiprobe	AlexaFluor	Cy7	790	8.10029174714421
Lumiprobe	ATTO	Cy7	610	1.394577895882949
Lumiprobe	ATTO	Cy7	647N	0.9643726553297345
Lumiprobe	Lumiprobe	Cy7	Cy55	2.7167246052431757
Lumiprobe	Lumiprobe	Cy7	Cy7	7.1298108910090425
Lumiprobe	Lumiprobe	Cy7	Cy75	7.968218941548411
Lumiprobe	CF	Cy7	660R	1.4923564963359914
Lumiprobe	AlexaFluor	Cy75	660	1.3024771535686892
Lumiprobe	AlexaFluor	Cy75	680	1.5647653488974023
Lumiprobe	AlexaFluor	Cy75	700	2.5001230140796133
Lumiprobe	AlexaFluor	Cy75	750	5.456496489511892
Lumiprobe	AlexaFluor	Cy75	790	6.496376119300979
Lumiprobe	ATTO	Cy75	610	0.7137921979596705
Lumiprobe	Lumiprobe	Cy75	Cy55	1.3792622812042
Lumiprobe	Lumiprobe	Cy75	Cy7	4.965329571900468
Lumiprobe	Lumiprobe	Cy75	Cy75	6.481233891018266
