Wavelength,Excitation,Emission
300,8.30484811030302,0
301,8.69454520090908,0
302,9.06670980277056,0
303,9.42134191588744,0
304,9.75844154025973,0
305,10.0748918095238,0
306,10.3813853320346,0
307,10.6688312142857,0
308,10.9415584142857,0
309,11.1887445887446,0
310,11.4415584415584,0
311,11.6688311688312,0
312,11.8813852813853,0
313,12.0748917748918,0
314,12.2675324675325,0
315,12.4242424242424,0
316,12.556277056277,0
317,12.6683982683983,0
318,12.7437229437229,0
319,12.7298701298701,0
320,12.6385281385281,0
321,12.4787878787879,0
322,12.2419913419913,0
323,11.9017316290043,0
324,11.4757575757576,0
325,10.9835497298701,0
326,10.4177488077922,0
327,9.79134186926406,0
328,9.11038946277055,0
329,8.3891773082251,0
330,7.65974012380951,0
331,6.93896100259739,0
332,6.24372293809523,0
333,5.5774892099567,0
334,4.96839833766233,0
335,4.4134200090909,0
336,3.92554115714285,0
337,3.49610387316017,0
338,3.14285711861471,0
339,2.84805192857142,0
340,2.60086577705627,0
341,2.3974026069264,0
342,2.22683984978355,0
343,2.08961039090909,0
344,1.99264064632034,0
345,1.92510814415584,0
346,1.86753237532467,0
347,1.81125533593073,0
348,1.76753243290043,0
349,1.74329006883117,0
350,1.70779228008658,0
351,1.68311698917749,0
352,1.64458886277056,0
353,1.63419923419913,0
354,1.62770572770563,0
355,1.62510834329004,0
356,1.65064945670995,0
357,1.70000007229437,0
358,1.74025976580086,0
359,1.76277053722943,0
360,1.78311681082251,0
361,1.80779209264069,0
362,1.84328992207792,0
363,1.87662329047619,0
364,1.92337656060606,0
365,1.95670991948052,0
366,1.98311686926407,0
367,2.01385281688311,0
368,2.06017316926407,0
369,2.1,0
370,2.13982683982684,0
371,2.17705627705627,0
372,2.22294372294372,0
373,2.26017316017316,0
374,2.29090909090909,0
375,2.33679652770562,0
376,2.39999999696969,0
377,2.45411256796536,0
378,2.49696973419913,0
379,2.55064943160173,0
380,2.63722952943723,0
381,2.71688319220779,0
382,2.77402598138528,0
383,2.85064933419913,0
384,2.9510822082251,0
385,3.05108224112554,0
386,3.16883119826839,0
387,3.28008667792207,0
388,3.38917756493506,0
389,3.47186151515151,0
390,3.54632031818181,0
391,3.62597397316017,0
392,3.68614706580086,0
393,3.75800857359307,0
394,3.81515145064935,0
395,3.83549779740259,0
396,3.84372287662337,0
397,3.82640687012986,0
398,3.80303025064935,0
399,3.76883111818181,0
400,3.72813847272727,0
401,3.71385279999999,0
402,3.69696969999999,0
403,3.69090909999999,0
404,3.69999999999999,0
405,3.69090909999999,0
406,3.69696969999999,0
407,3.70476187272727,0
408,3.72510819999999,0
409,3.77359304458874,0
410,3.82813847056277,0
411,3.89090905108225,0
412,3.96883114025973,0
413,4.04025972077922,0
414,4.11212117532467,0
415,4.15800858658008,0
416,4.18917742294372,0
417,4.22121201515151,0
418,4.22121201515151,0
419,4.20735924112554,0
420,4.1640692017316,0
421,4.09350644155844,0
422,3.99610383852813,0
423,3.84761903982683,0
424,3.66103895454545,0
425,3.46709957099567,0
426,3.24329009090909,0
427,3.01818187186147,0
428,2.7627706077922,0
429,2.51428571774891,0
430,2.27662335844156,0
431,2.03419914285714,0
432,1.79567098441558,0
433,1.59393939974026,0
434,1.39567099610389,0
435,1.22510822978355,0
436,1.06450217735931,0
437,0.916017309134198,0
438,0.801731610476189,0
439,0.701731613766233,0
440,0.625108234891774,0
441,0.567532477229436,0
442,0.51125541073593,0
443,0.46753247056277,0
444,0.434199142424242,0
445,0.413852829696969,0
446,0.400000021515151,0
447,0.377056297012987,0
448,0.362770575324675,0
449,0.337229444675324,0
450,0.313852816623376,0
451,0.296969696363636,0
452,0.290909089090909,0
453,0.3,0
454,0.290909089090909,0
455,0.296969696363636,0
456,0.313852816623376,0
457,0.337229444675324,0
458,0.362770575324675,0
459,0.377056297012987,0
460,0.400000021515151,0
461,0.42294374060606,0
462,0.437229446060605,0
463,0.462770563939393,0
464,0.48614718030303,0
465,0.503030292121211,0
466,0.518181802727272,0
467,0.503030292121211,0
468,0.48614718030303,0
469,0.462770563939393,0
470,0.437229446060605,0
471,0.413852829696969,0
472,0.396969717878787,0
473,0.390909113636363,0
474,0.400000019999999,0
475,0.400000019999999,0
476,0.400000019999999,0
477,0.400000019999999,0
478,0.400000019999999,0
479,0.390909113636363,0
480,0.396969717878787,0
481,0.413852829696969,0
482,0.437229446060605,0
483,0.453679653030302,0
484,0.483116876666666,0
485,0.516883108744588,0
486,0.54632034103896,0
487,0.562770565324675,0
488,0.577056283376623,0
489,0.600000010303029,0
490,0.622943736147185,0
491,0.63722945095238,0
492,0.662770579047618,0
493,0.677056293852813,0
494,0.700000019696969,0
